perm_id,stat_perm_median_gain
0,0.0002112591586060289
1,0.001507833634406844
2,0.0016815701058909727
3,0.0002820692215070943
4,-7.32265736108567e-05
5,0.0005908567074149716
6,-0.00031353807489926
7,-0.0007326943953378528
8,0.0009033944042574394
9,-0.0004088067953514048
10,0.00022787599116333668
11,-0.00034928577405404814
12,-6.237773184130968e-05
13,0.0010981588671657946
14,-0.00012836950149938532
15,-6.251195960652381e-05
16,6.056709412787183e-05
17,0.0010817696616573697
18,-0.0011889254031901772
19,0.0004017491951009805
20,-0.00020895767055078665
21,-0.00011328648815799128
22,0.0014088619075982975
23,-0.00010354791169182355
24,-2.589865932963036e-05
25,0.0006562745109002768
26,0.0005360000654692886
27,0.0019751417588928667
28,0.00021065669024441955
29,0.0008347204082278998
30,4.9221857018495675e-05
31,-0.00036349211582271826
32,-0.00055103670481396
33,1.500445544430323e-05
34,-0.00021664249135911102
35,0.0012537527899121417
36,0.00011316779879100563
37,-0.0001349740992376325
38,0.0008024926970994113
39,2.8278704292568706e-06
40,-0.00022543293232865283
41,6.0001952172009286e-05
42,0.0009057060685282319
43,0.0007485883919386751
44,0.0016039915398290442
45,0.0011868153094578733
46,0.0021221002944070803
47,0.0005752124103749097
48,-0.0004989845263728535
49,-0.00042823048493549414
50,-0.000982023657631907
51,6.198400795002597e-05
52,-0.0010301397176484925
53,-0.0008379776242087396
54,-0.0005524350122220649
55,-0.00018210506354070108
56,-0.00012778963226776834
57,0.0011460654003904698
58,-0.0003039108696982362
59,-0.0001119607940750149
60,-6.701769165417577e-05
61,0.0007508034581613536
62,0.0006412944341094258
63,-0.00022503724499419234
64,-0.0010901637848456458
65,-0.0002260719191395197
66,-0.0002447549087059146
67,0.00037910640646300544
68,-0.0006188815088107953
69,-0.0003380260982723465
70,-5.659754682746942e-05
71,-0.0012404212026592063
72,0.00010635006579562707
73,-0.0004229438079720092
74,-0.000518224856720635
75,-0.0003083588859114669
76,-0.0006245582439730563
77,0.0001778775587377044
78,0.0007220403589266106
79,-0.0005836274551392774
80,0.0001374719159060723
81,-0.0007684001360150299
82,-0.00026807589752637977
83,-0.0004326561756187837
84,0.001269807822227101
85,-0.0007851542313038965
86,0.0007219568154046216
87,-0.0007956398068218264
88,0.0007494257593948024
89,-0.0006506317943145898
90,-7.426660333524851e-05
91,-0.00045441487739799767
92,0.000613396706165065
93,-0.0001456852140604869
94,9.9636110614862e-07
95,-9.894450951346429e-05
96,-0.0004925737321426657
97,0.002078090969802266
98,-0.0004760277064628852
99,0.00019473359832552627
100,0.000170087681347
101,-0.0013081669984701045
102,5.5914756297075646e-05
103,-0.0009322453833831463
104,-7.5233266391227615e-06
105,0.0003790843670559287
106,-7.397237033932209e-05
107,0.00014242769203023423
108,-0.0002827395402015339
109,0.0001379817180423722
110,0.0005026055352685881
111,-3.8938498993401204e-05
112,0.0005805092437777
113,0.0006420157611544028
114,0.0003042560317655602
115,8.153015730000377e-05
116,-0.0007458663217754374
117,-0.00013450638934843885
118,-0.00012583525870342183
119,0.0007640728727222772
120,0.0010188544966584115
121,-0.0005912394689855814
122,-6.986860392164055e-05
123,0.0006270331723078801
124,-0.0001843101824650041
125,1.3267192676519806e-05
126,-0.0006702504943814065
127,-0.0006445098663844131
128,0.0014612980572046097
129,-0.001413967025409624
130,0.0014206028200627963
131,0.0025973597751341075
132,-0.00013124454405824185
133,-0.000678274843099839
134,-0.001327886906152638
135,-0.00033049172789798676
136,-0.0006347457376920283
137,0.0012012712668875631
138,-0.0003855299648606403
139,-0.00048187754624848603
